,ydID,Province ,1990sNdeposition,2000sNdeposition,Nitrogendeposition,latitudeN,longitudeE,altitude,MAT¡æ,MAPmm,Amfunalrichness,EcMfunalrichness,Speciesrichness,Amrelativerichness,EcMrelativerichness,aboveCMg_ha,belowgroundCMg_ha,Total_tree_C_Mg_ha,AMaboveC,AMbelowC,AMtotalC,ECMaboveC,ECMbelowC,ECMtotalC
2784,LGSSYF100901154,Liaoning,14.75,18.76,16.755,41.3456,124.750467,623,5,978,7,2,10,70,20,32.14166513,19.39714737,51.53881249,4.232508444,1.316568401,5.549076846,27.43263069,17.96903252,45.40166321
2793,LXSDYF090707038,Liaoning,14.75,18.76,16.755,41.329664,119.509111,623,6.9,563,0,1,1,0,100,26.6014179,5.064845242,31.66626314,0,0,0,26.6014179,5.064845242,31.66626314
2931,LGSSYF090810035,Liaoning,14.75,18.76,16.755,40.99,123.9075,623.2,5.7,946,4,3,7,57.14285714,42.85714286,114.3738209,66.36383814,180.737659,2.399795741,0.794087459,3.193883201,111.9740252,65.56975067,177.5437758
2406,CBSSYF100802113,Jilin,12.84,17.83,15.335,42.341139,126.909306,625,3.2,799,9,3,12,75,25,49.03502965,14.83637365,63.8714033,34.7066031,11.16795532,45.87455841,14.20956076,5.214367339,19.42392809
2648,LGSSYF100904158,Liaoning,14.75,18.76,16.755,41.84695,124.93195,626,4.8,885,7,3,10,70,30,46.34035846,13.19384269,59.53420115,41.31579821,12.16789365,53.48369186,4.902461813,0.983440396,5.885902211
1810,ZGCLYF090721153,Heilongjiang,11.25,14.34,12.795,44.025972,127.912139,627.8,0.3,722,13,7,21,61.9047619,33.33333333,47.56750787,10.07563673,57.6431446,11.8038548,3.523484439,15.32733924,35.75549987,6.549836744,42.30533661
2892,LGSSYF090808031,Liaoning,14.75,18.76,16.755,41.080278,123.9125,628,4.9,939,8,4,13,61.53846154,30.76923077,51.70409135,19.24409807,70.94818942,4.640933835,1.455104515,6.09603835,23.0301834,12.49473405,35.52491745
2960,LGSSYF090824059,Liaoning,14.75,18.76,16.755,40.939167,124.796944,628,5.4,1080,4,5,11,36.36363636,45.45454545,49.89680601,26.13840356,76.03520957,4.926630592,1.474278022,6.400908617,43.09375452,24.21777164,67.31152617
2626,LXSDYF090802058,Liaoning,14.75,18.76,16.755,41.8743,120.3124,628,5.8,491,3,2,7,42.85714286,28.57142857,24.16931934,9.235620548,33.40493989,1.338969939,0.44264909,1.781619028,6.020190044,4.129841519,10.15003157
2881,LXSDYF100812134,Liaoning,14.75,18.76,16.755,41.096928,119.950725,628,7.4,582,2,1,4,50,25,41.91168151,9.484398723,51.39608023,0.178080815,0.06407838,0.242159195,3.332954215,0.634054716,3.967008931
482,DXALYF110715008,Heilongjiang,11.25,14.34,12.795,48.724595,122.531973,629,-0.6,492,0,3,4,0,75,26.28999357,10.62072897,36.91072254,0,0,0,25.36057041,10.42281993,35.78339033
2362,CBSSYF100727102,Jilin,12.84,17.83,15.335,42.454417,126.555611,630,2.6,836,12,5,18,66.66666667,27.77777778,44.86182516,14.04859168,58.91041684,22.74928299,6.472402539,29.22168553,22.03165136,7.548409367,29.58006073
2471,CBSSYF100812134,Jilin,12.84,17.83,15.335,42.203694,127.134194,630,2.8,804,6,0,6,100,0,33.75188968,9.733729674,43.48561936,33.75188968,9.733729672,43.48561936,0,0,0
2524,CBSSYF110819229,Jilin,12.84,17.83,15.335,42.069444,126.014722,630,3.1,876,0,1,1,0,100,74.97497307,20.20123861,95.17621168,0,0,0,74.97497306,20.20123861,95.17621167
2994,LXSDYF090822081,Liaoning,14.75,18.76,16.755,40.9048,118.9629,630,7.3,618,2,2,5,40,40,17.22311485,8.003480481,25.22659533,8.745787878,2.621484193,11.36727207,7.635834872,5.107405893,12.74324077
2255,CBSSYF110726171,Jilin,12.84,17.83,15.335,42.813056,127.936667,631,2.9,681,5,3,8,62.5,37.5,62.2427557,13.8693231,76.11207879,10.04866244,3.10802804,13.15669049,52.19409325,10.76129506,62.95538833
2513,CBSSYF110818228,Jilin,12.84,17.83,15.335,42.091944,126.055833,631,3.1,876,3,4,7,42.85714286,57.14285714,62.73033874,13.99198137,76.72232012,15.13335974,4.576325052,19.70968479,47.596979,9.415656322,57.01263533
2789,LGSSYF090831048,Liaoning,14.75,18.76,16.755,41.340556,124.846667,631,4.8,986,9,2,13,69.23076923,15.38461538,54.66089309,11.12569338,65.78658647,4.736955287,1.493366558,6.230321844,49.03682627,9.424589061,58.46141533
2358,CBSSYF100730108,Jilin,12.84,17.83,15.335,42.478222,126.769222,632,3,817,6,6,13,46.15384615,46.15384615,36.1541834,11.20716246,47.36134586,14.80580098,4.454357376,19.26015835,18.2890975,6.122713256,24.41181076
2322,CBSSYF110809198,Jilin,12.84,17.83,15.335,42.572778,129.616111,632,2.7,664,0,1,1,0,100,31.23895642,21.28204714,52.52100355,0,0,0,31.23895642,21.28204714,52.52100356
2990,LXSDYF090822080,Liaoning,14.75,18.76,16.755,40.9091,118.9615,632,7.3,618,1,2,3,33.33333333,66.66666667,1.213915652,0.270881618,1.484797269,0.01261342,0.004813016,0.017426436,1.201302232,0.266068601,1.467370833
2222,CBSSYF110727167,Jilin,12.84,17.83,15.335,42.920278,127.9225,633,2.4,690,9,5,15,60,33.33333333,47.11747549,13.50742173,60.62489722,18.43537566,5.580924828,24.01630049,20.25744038,6.170751928,26.42819231
2324,CBSSYF110811196,Jilin,12.84,17.83,15.335,42.572733,129.7854,635,4.1,637,6,5,11,54.54545455,45.45454545,142.0662772,37.87441486,179.940692,26.17452817,7.617272972,33.79180114,105.2221603,27.17329426,132.3954546
2504,CBSSYF110821234,Jilin,12.84,17.83,15.335,42.119444,126.108889,635,3.1,876,0,1,1,0,100,99.79279955,26.04148489,125.8342844,0,0,0,99.79279956,26.04148489,125.8342844
2791,LXSDYF120730204,Liaoning,14.75,18.76,16.755,41.333219,119.641828,635,6.9,563,0,1,2,0,50,0.594390628,0.394201223,0.988591852,0,0,0,0.419243175,0.326130795,0.745373969
2616,LGSSYF100908166,Liaoning,14.75,18.76,16.755,41.903267,125.111133,636,4.4,894,9,2,12,75,16.66666667,39.2086394,20.59334675,59.80198614,9.107082256,2.864869153,11.97195141,28.7704592,17.43496049,46.20541969
2617,LGSSYF100909167,Liaoning,14.75,18.76,16.755,41.903267,125.111133,636,4.4,894,4,4,8,50,50,49.01479476,27.68997722,76.70477198,7.203869033,2.194919414,9.39878845,41.81092572,25.49505781,67.30598356
2210,CBSSYF110802191,Jilin,12.84,17.83,15.335,42.95,128.216944,637,2.7,654,6,6,12,50,50,47.79412965,11.36811364,59.16224329,22.60072996,6.723099283,29.32382924,25.03106748,4.589965819,29.6210333
112,DXALYF100810240,Heilongjiang,11.25,14.34,12.795,52.209897,122.132332,637,-5.4,478,0,2,4,0,50,15.48458877,3.26877298,18.75336175,0,0,0,15.20618242,3.203814866,18.40999728
2620,LGSSYF100910169,Liaoning,14.75,18.76,16.755,41.89435,125.158033,637,4.4,894,3,3,8,37.5,37.5,32.9989573,15.86028855,48.85924585,10.29985633,3.145851489,13.44570782,20.42228227,12.1768528,32.59913507
69,DXALYF100815164,Heilongjiang,11.25,14.34,12.795,52.915683,123.398692,638,-5,479,0,4,5,0,80,44.50245921,8.382713226,52.88517243,0,0,0,44.50245921,8.382713228,52.88517243
2957,LGSSYF090701057,Liaoning,14.75,18.76,16.755,40.940389,124.799139,639,5.4,1080,5,5,11,45.45454545,45.45454545,131.0656289,70.19408511,201.259714,9.420496106,2.824519714,12.24501582,121.1648774,67.26383406,188.4287115
3127,LGSSYF090904095,Liaoning,14.75,18.76,16.755,40.403056,124.067778,640,7.8,972,5,3,9,55.55555556,33.33333333,25.01350881,10.34757305,35.36108185,4.802893592,1.423158528,6.226052117,19.67670389,8.763122472,28.43982636
1917,ZGCLYF090807182,Heilongjiang,11.25,14.34,12.795,43.708444,127.071917,640.8,1.9,729,16,3,20,80,15,64.51706396,24.70957671,89.22664067,29.68472771,8.430957122,38.11568483,34.83226079,16.27859346,51.11085426
2507,CBSSYF110821233,Jilin,12.84,17.83,15.335,42.114722,126.096667,641,3.1,876,7,4,11,63.63636364,36.36363636,134.2144492,56.52207443,190.7365237,28.0452004,8.101957378,36.14715778,106.1692488,48.42011705,154.5893659
2512,CBSSYF110820232,Jilin,12.84,17.83,15.335,42.093056,126.577778,642,2.7,864,0,1,1,0,100,69.48223815,10.51277262,79.99501077,0,0,0,69.48223817,10.51277262,79.99501078
2959,LGSSYF090701056,Liaoning,14.75,18.76,16.755,40.939167,124.804167,642,5.4,1080,6,3,10,60,30,23.06076086,6.640987826,29.70174869,12.97998406,3.817068291,16.79705236,9.171441844,2.630909566,11.80235141
2787,LGSSYF100901156,Liaoning,14.75,18.76,16.755,41.343817,124.756083,642,5,978,1,4,5,20,80,39.4499527,8.722182232,48.17213494,0.431976461,0.130456252,0.562432713,39.01797624,8.591725978,47.60970222
2865,LXSDYF090812064,Liaoning,14.75,18.76,16.755,41.1864,120.1826,643,7.2,561,1,3,5,20,60,16.55610245,4.33542758,20.89153003,2.723618849,0.882868169,3.606487017,1.178403368,0.468970574,1.647373942
2284,CBSSYF110804192,Jilin,12.84,17.83,15.335,42.720833,128.315833,644,3.1,647,2,4,6,33.33333333,66.66666667,61.22430812,10.83721124,72.06151936,0.340964234,0.120589833,0.461554067,60.88334389,10.71662141,71.59996528
2776,LGSSYF090801027,Liaoning,14.75,18.76,16.755,41.399444,124.090278,644,6.2,887,2,2,5,40,40,118.8695045,62.88245588,181.7519603,1.573309737,0.472235858,2.045545595,116.8635627,62.26189072,179.1254534
2944,LGSSYF090904070,Liaoning,14.75,18.76,16.755,40.953889,124.761111,644,5.4,1080,2,3,5,40,60,54.7152219,32.98428622,87.69950812,0.293005593,0.094039209,0.387044802,54.42221631,32.89024701,87.31246333
1368,LYLSYF110816059,Jilin,12.84,17.83,15.335,45.710444,130.378861,644.4,2.4,580,8,2,11,72.72727273,18.18181818,57.9354945,16.17148812,74.10698262,44.80852874,12.65307524,57.461604,9.352408672,2.736039693,12.08844836
19,DXALYF100816172,Heilongjiang,11.25,14.34,12.795,53.228467,122.242947,646,-5.3,462,0,3,4,0,75,18.7246645,3.065966461,21.79063096,0,0,0,18.7246645,3.065966461,21.79063096
2525,LXSDYF090817072,Liaoning,14.75,18.76,16.755,42.0665,119.5536,649,6.3,440,1,2,5,20,40,5.178919937,2.258654266,7.437574203,3.171777075,1.072690634,4.244467709,1.575867667,1.077423262,2.653290929
275,DXALYF100801212,Heilongjiang,11.25,14.34,12.795,50.406673,123.039522,650,-3.6,512,0,2,2,0,100,6.683593647,1.174012252,7.857605899,0,0,0,6.683593644,1.174012252,7.8576059
2934,LGSSYF090810036,Liaoning,14.75,18.76,16.755,40.989444,123.908333,650,5.7,946,8,3,11,72.72727273,27.27272727,43.00832452,14.05663766,57.06496217,27.45727786,8.232996494,35.69027435,14.67263008,5.567892644,20.24052273
2836,LDSDYF110817008,Liaoning,14.75,18.76,16.755,41.291946,123.644646,653.41,7.5,812,3,1,4,75,25,28.99037063,5.571376615,34.56174724,4.888125469,1.552826634,6.440952106,24.10224516,4.018549982,28.12079514
289,DXALYF100801209,Heilongjiang,11.25,14.34,12.795,50.332923,123.045545,655,-3.3,510,0,3,4,0,75,7.114086116,1.297248321,8.411334438,0,0,0,7.114086117,1.297248322,8.411334439
2825,LGSSYF090818045,Liaoning,14.75,18.76,16.755,41.304444,124.812222,655,4.2,1026,5,3,9,55.55555556,33.33333333,66.45366885,17.94031456,84.3939834,4.296431444,1.291108666,5.587540111,50.16041847,14.03871567,64.19913417
2773,CBSSYF090909100,Jilin,12.84,17.83,15.335,41.42375,127.985944,657,2.3,744,7,4,12,58.33333333,33.33333333,5.177410746,2.309483035,7.486893782,3.135131184,1.135042599,4.270173783,1.366328477,0.91639537,2.282723847
1566,ZGCLYF090729039,Heilongjiang,11.25,14.34,12.795,44.90525,128.995639,659.1,1.7,642,15,7,24,62.5,29.16666667,50.7580271,16.87389238,67.63191948,15.94800614,4.925620353,20.87362649,31.78175577,11.30221414,43.08396991
274,DXALYF100821189,Heilongjiang,11.25,14.34,12.795,50.425615,120.730917,661,-3.6,435,0,1,1,0,100,19.47002677,3.364247437,22.8342742,0,0,0,19.47002677,3.364247437,22.8342742
2344,CBSSYF110801179,Jilin,12.84,17.83,15.335,42.528056,128.268611,662,3.1,656,3,1,5,60,20,63.96298722,12.28927005,76.25225727,17.5710743,5.090061704,22.66113601,44.21862377,6.619424683,50.83804845
290,DXALYF100801210,Heilongjiang,11.25,14.34,12.795,50.332777,123.046878,662,-3.5,510,1,4,6,16.66666667,66.66666667,21.60021172,3.760994003,25.36120572,0.484381603,0.065285063,0.549666665,21.11583011,3.69570894,24.81153906
438,DXALYF110716012,Heilongjiang,11.25,14.34,12.795,49.166625,122.386428,662,-1.8,506,1,4,6,16.66666667,66.66666667,9.146575091,3.926519519,13.07309461,0.404533591,0.138724182,0.543257774,8.730846,3.784762283,12.51560828
2355,CBSSYF100730109,Jilin,12.84,17.83,15.335,42.495083,126.777667,663,3,817,8,6,15,53.33333333,40,47.14630025,13.28724662,60.43354688,26.50782537,7.963300306,34.47112568,20.24026601,5.312286562,25.55255257
1953,LYLSYF100812080,Jilin,12.84,17.83,15.335,43.609806,130.975778,665.2,1.9,667,8,4,13,61.53846154,30.76923077,59.8153268,14.55767453,74.37300132,1.610007001,0.578691559,2.188698561,46.64866924,11.52454265,58.17321189
56,DXALYF100818268,Heilongjiang,11.25,14.34,12.795,52.982223,121.163972,666,-5.7,460,0,2,3,0,66.66666667,17.34422773,3.94736254,21.29159027,0,0,0,15.43205437,3.533185201,18.96523957
3165,LDSDYF120815026,Liaoning,14.75,18.76,16.755,40.063272,122.873481,666,7.5,787,4,3,7,57.14285714,42.85714286,39.9897612,24.08490069,64.0746619,3.260676597,1.093595579,4.354272177,36.72908461,22.99130511,59.72038972
132,DXALYF100726048,Heilongjiang,11.25,14.34,12.795,51.810182,123.585997,670,-4.8,508,0,2,2,0,100,15.39078838,3.140443,18.53123138,0,0,0,15.39078838,3.140443,18.53123138
72,DXALYF100815166,Heilongjiang,11.25,14.34,12.795,52.906548,123.400893,671,-5,479,0,4,6,0,66.66666667,20.43793653,3.55030957,23.9882461,0,0,0,19.70603885,3.452845947,23.1588848
3036,LXSDYF100724110,Liaoning,14.75,18.76,16.755,40.79931,119.939845,672,7.7,621,4,4,8,50,50,41.99622565,9.493714078,51.48993973,8.616186756,2.549282667,11.16546942,33.3800389,6.944431411,40.32447031
70,DXALYF100815165,Heilongjiang,11.25,14.34,12.795,52.911758,123.398,673,-5,479,1,3,4,25,75,30.86121031,7.41434084,38.27555115,0,0,0,30.86121032,7.414340839,38.27555116
279,DXALYF100821187,Heilongjiang,11.25,14.34,12.795,50.391438,120.642889,673,-3.3,430,2,1,4,50,25,26.10943993,4.357486919,30.46692685,0.092604143,0.013342969,0.105947112,25.92264868,4.321416543,30.24406522
2952,LGSSYF090903068,Liaoning,14.75,18.76,16.755,40.942778,124.7975,673,5.4,1080,1,4,5,20,80,63.33433623,13.09939579,76.43373201,0.265854531,0.090088027,0.355942558,63.06848172,13.00930776,76.07778944
1582,ZGCLYF090727032,Heilongjiang,11.25,14.34,12.795,44.867722,129.014194,673,0.5,668,14,3,17,82.35294118,17.64705882,34.72091256,9.694344796,44.41525735,26.64092055,8.007949444,34.64886999,8.079992006,1.686395353,9.766387361
1584,ZGCLYF090730044,Heilongjiang,11.25,14.34,12.795,44.859333,129.089806,674,0.5,668,11,7,19,57.89473684,36.84210526,55.32513514,10.6260804,65.95121553,10.72307687,3.268473607,13.99155048,44.58117954,7.349454939,51.93063448
2203,CBSSYF110802183,Jilin,12.84,17.83,15.335,42.955556,128.637222,675,2.6,637,1,2,3,33.33333333,66.66666667,77.45137838,11.52918526,88.98056364,0.040132881,0.014664123,0.054797004,77.4112455,11.51452113,88.92576661
2581,LXSDYF090723047,Liaoning,14.75,18.76,16.755,42.00655,120.47295,675,5.8,475,3,3,7,42.85714286,42.85714286,21.24994071,5.100672858,26.35061357,4.444519267,1.363574647,5.808093917,15.47009226,3.300778441,18.77087069
2630,LXSDYF090802059,Liaoning,14.75,18.76,16.755,41.8733,120.3085,675,5.8,491,2,0,4,50,0,3.269062809,1.078746539,4.347809348,0.780575474,0.276594179,1.057169653,0,0,0
2023,LYLSYF100804043,Jilin,12.84,17.83,15.335,43.352444,130.427306,675,2.1,644,5,3,9,55.55555556,33.33333333,68.56775713,42.04371836,110.6114755,0.303779956,0.114688334,0.41846829,68.03727783,41.87411467,109.9113925
2150,CBSSYF110725163,Jilin,12.84,17.83,15.335,43.066111,128.005833,679,1.9,682,8,2,10,80,20,48.14381919,11.00322194,59.14704113,32.3343986,9.230875506,41.56527411,15.80942059,1.772346436,17.58176703
2365,CBSSYF100807123,Jilin,12.84,17.83,15.335,42.438583,127.381167,680,2.7,754,12,3,15,80,20,56.96998744,21.68539507,78.65538251,28.07633643,8.225267861,36.30160429,28.89365101,13.46012721,42.35377822
2622,LGSSYF100905159,Liaoning,14.75,18.76,16.755,41.88445,125.004767,682,4.4,894,5,2,8,62.5,25,35.95361498,12.91534928,48.86896426,14.24262536,4.349413898,18.59203926,10.58888836,6.253275078,16.84216343
2621,LGSSYF100905160,Liaoning,14.75,18.76,16.755,41.8867,124.99605,682,4.8,885,6,2,8,75,25,59.67531685,33.06327931,92.73859616,4.833181506,1.457220991,6.290402494,54.84213534,31.60605832,86.44819367
2160,CBSSYF110726165,Jilin,12.84,17.83,15.335,43.04385,127.99485,683,1.9,695,7,0,7,100,0,46.87557527,13.17565523,60.0512305,46.87557527,13.17565523,60.0512305,0,0,0
1938,LYLSYF100812079,Jilin,12.84,17.83,15.335,43.65975,130.134694,683,1.6,632,6,5,11,54.54545455,45.45454545,84.51415526,47.05306084,131.5672161,1.300517148,0.403101989,1.703619137,83.21363811,46.64995885,129.8635969
2359,CBSSYF110801180,Jilin,12.84,17.83,15.335,42.471389,128.209722,686,2.6,669,1,2,3,33.33333333,66.66666667,64.88672751,11.52313819,76.4098657,0.073102013,0.026962756,0.10006477,64.8136255,11.49617544,76.30980094
78,DXALYF100818273,Heilongjiang,11.25,14.34,12.795,52.823677,120.559548,686,-5.5,454,0,4,4,0,100,18.35000553,3.229002888,21.57900841,0,0,0,18.35000553,3.229002888,21.57900841
249,DXALYF110721021,Heilongjiang,11.25,14.34,12.795,50.714453,119.793135,686,-3.9,435,0,1,1,0,100,20.57502563,5.09437579,25.66940142,0,0,0,20.57502563,5.09437579,25.66940142
133,DXALYF100726049,Heilongjiang,11.25,14.34,12.795,51.8099,123.586445,687,-4.8,508,0,3,4,0,75,18.72737786,3.903661281,22.63103914,0,0,0,15.45686988,3.160073136,18.61694302
1916,ZGCLYF090805177,Heilongjiang,11.25,14.34,12.795,43.709472,127.083972,687.5,1.9,729,16,7,24,66.66666667,29.16666667,114.8163368,61.05483194,175.8711688,8.021734561,2.356697932,10.37843249,103.4120012,58.00494894,161.4169501
115,DXALYF100810239,Heilongjiang,11.25,14.34,12.795,52.188,122.766,688,-6.7,528,0,4,6,0,66.66666667,56.34012816,7.592990148,63.93311831,0,0,0,56.32239617,7.590367306,63.91276344
137,DXALYF100813257,Heilongjiang,11.25,14.34,12.795,51.715003,121.83365,691,-4.8,454,0,2,2,0,100,1.963927226,0.404554148,2.368481374,0,0,0,1.963927226,0.404554148,2.368481374
55,DXALYF100818267,Heilongjiang,11.25,14.34,12.795,52.98634,121.161818,691,-5.7,460,0,3,4,0,75,22.75370122,4.649374797,27.40307602,0,0,0,15.57383561,3.046250548,18.62008616
2346,CBSSYF100730107,Jilin,12.84,17.83,15.335,42.518083,126.76775,694,2.5,816,7,3,11,63.63636364,27.27272727,53.56378742,11.09388184,64.65766927,10.11592352,3.538151219,13.65407474,37.19962883,6.228077294,43.42770612
73,DXALYF100815167,Heilongjiang,11.25,14.34,12.795,52.9022,123.40034,694,-5,479,0,4,4,0,100,34.88490252,6.519910674,41.4048132,0,0,0,34.88490252,6.519910672,41.4048132
2367,CBSSYF100727103,Jilin,12.84,17.83,15.335,42.438056,126.575417,695,2.6,836,13,3,16,81.25,18.75,39.6422682,12.08109394,51.72336214,35.54184418,10.72312908,46.26497326,4.100424022,1.357964853,5.458388875
2075,LYLSYF100803037,Jilin,12.84,17.83,15.335,43.272236,130.200578,695,1.8,660,13,10,26,50,38.46153846,38.13328978,9.387003631,47.52029341,9.382485194,2.815764061,12.19824926,14.19428484,3.573949346,17.76823419
1951,LYLSYF100812082,Jilin,12.84,17.83,15.335,43.611136,130.996669,695.8,1.9,667,4,6,12,33.33333333,50,49.61286353,22.11404414,71.72690768,3.638876151,1.323102595,4.961978746,42.42280546,19.98948062,62.41228606
3000,LDSDYF110819012,Liaoning,14.75,18.76,16.755,40.883286,123.60257,697.77,5.6,890,8,2,10,80,20,51.46227484,31.28378208,82.74605692,5.067318036,1.683645841,6.750963878,46.29681033,29.56548106,75.86229139
2342,CBSSYF110808186,Jilin,12.84,17.83,15.335,42.534722,128.396111,698,2.8,654,2,5,8,25,62.5,72.33140995,18.28388239,90.61529234,1.321580372,0.400962616,1.722542988,53.48930569,14.18080408,67.67010978
1577,ZGCLYF090727031,Heilongjiang,11.25,14.34,12.795,44.878028,129.013,698.7,0.5,668,12,4,16,75,25,39.32233513,8.825320517,48.14765564,13.00319527,4.122465813,17.12566108,26.31913986,4.702854704,31.02199456
2341,CBSSYF080709010,Jilin,12.84,17.83,15.335,42.539556,128.074306,700,3.1,668,11,6,17,64.70588235,35.29411765,66.08512654,18.75440817,84.83953471,52.12706459,14.89899576,67.02606033,13.95806194,3.855412414,17.81347436
2374,CBSSYF110811207,Jilin,12.84,17.83,15.335,42.430278,128.844722,700,2,680,3,4,7,42.85714286,57.14285714,72.21174576,13.68517064,85.8969164,6.137602311,1.849277015,7.986879322,66.07414344,11.83589363,77.91003706
266,DXALYF100804217,Heilongjiang,11.25,14.34,12.795,50.491583,121.43757,700,-5.1,476,1,1,3,33.33333333,33.33333333,10.9340159,2.506098295,13.44011419,0,0,0,10.7626787,2.4817806,13.2444593
1129,WDSSYF090812102,Heilongjiang,11.25,14.34,12.795,46.376389,131.243058,702,1.7,588,3,4,7,42.85714286,57.14285714,182.778349,27.74163426,210.5199833,2.697385977,0.926869448,3.624255424,180.0809631,26.81476481,206.8957279
3037,LXSDYF100723109,Liaoning,14.75,18.76,16.755,40.799277,119.9409,703,7.7,621,3,3,7,42.85714286,42.85714286,44.81992512,12.40718366,57.22710878,0.52468085,0.176534023,0.701214873,6.101496539,3.849339418,9.950835961
2783,LGSSYF100901155,Liaoning,14.75,18.76,16.755,41.349133,124.751467,705,5,978,3,1,5,60,20,38.96819639,25.3279908,64.29618719,1.051372896,0.348105196,1.399478092,37.75310542,24.94158047,62.69468589
74,DXALYF100815168,Heilongjiang,11.25,14.34,12.795,52.894408,123.390902,706,-5,479,1,4,5,20,80,33.68237009,6.793796131,40.47616622,0.385397825,0.052410947,0.437808772,33.29697226,6.741385183,40.03835744
15,DXALYF100818183,Heilongjiang,11.25,14.34,12.795,53.2633,121.874647,706,-5,449,0,4,5,0,80,55.54296266,8.458857217,64.00181988,0,0,0,55.54296266,8.458857217,64.00181989
2372,CBSSYF100807124,Jilin,12.84,17.83,15.335,42.434556,127.394944,707,2.7,754,9,5,15,60,33.33333333,75.03997091,21.2240082,96.26397911,7.21389155,2.246393982,9.460285533,36.83136027,12.70604151,49.53740178
2227,CBSSYF110802182,Jilin,12.84,17.83,15.335,42.916389,128.420278,707,2.6,648,10,2,13,76.92307692,15.38461538,48.54129441,18.05332668,66.5946211,26.31286246,7.620132317,33.93299478,15.54164036,8.689440628,24.23108099
267,DXALYF100804216,Heilongjiang,11.25,14.34,12.795,50.491162,121.434728,710,-5.1,476,1,3,5,20,60,20.42050669,4.282107711,24.7026144,0,0,0,20.38265973,4.276525821,24.65918554
97,DXALYF100816261,Heilongjiang,11.25,14.34,12.795,52.44437,121.262328,710,-5.7,471,0,4,4,0,100,20.48823049,3.390332785,23.87856327,0,0,0,20.48823048,3.390332784,23.87856327
2356,CBSSYF110801181,Jilin,12.84,17.83,15.335,42.488889,128.245833,712,2.6,669,9,5,15,60,33.33333333,54.46240761,20.34341367,74.80582128,16.93901569,5.076434224,22.01544992,33.68157819,14.35650978,48.03808798
265,DXALYF100804218,Heilongjiang,11.25,14.34,12.795,50.492,121.442532,712,-5.1,476,0,2,3,0,66.66666667,4.254623451,0.857950702,5.112574153,0,0,0,4.234587034,0.854938251,5.089525284
18,DXALYF100816171,Heilongjiang,11.25,14.34,12.795,53.247822,122.24782,712,-5.3,462,0,3,4,0,75,32.5401294,8.401796184,40.94192558,0,0,0,32.21531511,8.357507906,40.57282302
2388,CBSSYF080629002,Jilin,12.84,17.83,15.335,42.393167,128.489889,713,2.7,659,14,5,19,73.68421053,26.31578947,81.77535119,18.28361765,100.0589688,28.86742081,8.312955539,37.18037635,52.90793038,9.970662111,62.8785925
2583,CBSSYF110822236,Jilin,12.84,17.83,15.335,42.003889,126.221111,713,2.5,886,11,4,15,73.33333333,26.66666667,65.433022,20.66305569,86.09607769,39.53752662,11.47944957,51.01697618,23.31627048,8.446664078,31.76293456
2741,LXSDYF090815068,Liaoning,14.75,18.76,16.755,41.5267,119.4822,713,7,499,0,2,2,0,100,18.97704095,3.771754075,22.74879502,0,0,0,18.97704095,3.771754074,22.74879502
2745,LXSDYF110726178,Liaoning,14.75,18.76,16.755,41.522722,119.912194,713,6.5,519,0,2,3,0,66.66666667,1.523451196,0.561414425,2.084865621,NA,NA,NA,NA,NA,NA
1954,LYLSYF100812078,Jilin,12.84,17.83,15.335,43.609389,130.942389,713.9,1.9,667,4,6,11,36.36363636,54.54545455,38.19423279,17.02983924,55.22407203,0.245218575,0.078084634,0.323303209,31.80546232,15.64582211,47.45128443
1738,LYLSYF110727007,Jilin,12.84,17.83,15.335,44.218222,130.084889,718,1.8,603,9,6,15,60,40,114.1800221,17.93810354,132.1181257,1.088052816,0.320478922,1.408531738,113.0919693,17.61762462,130.7095939
2894,LXSDYF100811128,Liaoning,14.75,18.76,16.755,41.079243,119.993865,719,7.4,582,3,0,4,75,0,1.146373359,0.441899599,1.588272958,0.504266816,0.198176998,0.702443814,0,0,0
2813,CBSSYF110817216,Jilin,12.84,17.83,15.335,41.315278,126.055833,720,3.4,999,2,1,3,66.66666667,33.33333333,55.66367483,14.36442522,70.02810005,6.42120745,1.892133942,8.313341394,49.24246738,12.47229127,61.71475867
2747,LXSDYF110726174,Liaoning,14.75,18.76,16.755,41.522306,119.912389,720,6.5,519,0,2,4,0,50,7.012206441,1.62910184,8.641308281,0,0,0,3.48789353,0.676325978,4.164219508
2492,CBSSYF100803114,Jilin,12.84,17.83,15.335,42.153028,127.536472,724,2.1,761,2,2,5,40,40,35.79424336,8.284757758,44.07900112,3.604475044,1.086034687,4.690509732,25.05238421,5.656803528,30.70918774
232,DXALYF110721022,Heilongjiang,11.25,14.34,12.795,50.802283,119.991307,724,-3.8,434,0,2,2,0,100,45.48610677,10.63825286,56.12435964,0,0,0,21.66815595,5.404848572,27.07300452
1972,LYLSYF100811074,Jilin,12.84,17.83,15.335,43.536806,131.027639,726.8,1.9,682,8,6,15,53.33333333,40,62.01282449,33.33657079,95.34939528,4.394931082,1.58031154,5.975242622,53.93206084,30.96967999,84.90174083
109,DXALYF100811246,Heilongjiang,11.25,14.34,12.795,52.233817,122.437568,728,-5.9,499,0,4,4,0,100,17.07888687,2.970375987,20.04926286,0,0,0,17.07888687,2.970375987,20.04926286
