,ydID,Province ,1990sNdeposition,2000sNdeposition,Nitrogendeposition,latitudeN,longitudeE,altitude,MAT¡æ,MAPmm,Amfunalrichness,EcMfunalrichness,Speciesrichness,Amrelativerichness,EcMrelativerichness,aboveCMg_ha,belowgroundCMg_ha,Total_tree_C_Mg_ha,AMaboveC,AMbelowC,AMtotalC,ECMaboveC,ECMbelowC,ECMtotalC
1254,XXALYF110729007,Heilongjiang,11.25,14.34,12.795,46.208268,127.860837,166,2.4,613,5,4,10,50,40,20.59572621,5.182532909,25.77825912,0.865135762,0.28917216,1.154307922,18.53377471,4.621965348,23.15574006
2598,HDLSYF080921132,Jilin,12.84,17.83,15.335,41.975806,124.400444,168,6.7,814,7,2,9,77.77777778,22.22222222,54.22651205,10.57721754,64.80372959,1.928232891,0.621855771,2.550088662,52.29827916,9.955361767,62.25364094
2191,LYLSYF100809063,Jilin,12.84,17.83,15.335,42.974083,130.942167,168,4.5,687,8,3,11,72.72727273,27.27272727,50.86259302,31.69610319,82.55869621,0.027549384,0.011274875,0.038824259,50.83504364,31.68482831,82.51987194
525,XXALYF110731014,Heilongjiang,11.25,14.34,12.795,48.548012,130.293642,168,0.3,603,9,4,15,60,26.66666667,38.20777192,11.43607757,49.64384949,32.07459812,9.730330028,41.80492814,4.391799306,1.289605591,5.681404894
535,XXALYF110731015,Heilongjiang,11.25,14.34,12.795,48.497783,130.34428,168,-0.3,628,8,3,12,66.66666667,25,25.09547836,7.609325695,32.70480405,22.88897029,6.973301961,29.86227225,2.128566933,0.609408815,2.737975748
1371,ZGCLYF090806066,Heilongjiang,11.25,14.34,12.795,45.703556,129.664667,168,2.2,601,8,5,14,57.14285714,35.71428571,11.75180671,7.984369413,19.73617613,0.461275962,0.174505254,0.635781217,11.29053075,7.809864161,19.10039491
3161,LDSDYF120817029,Liaoning,14.75,18.76,16.755,40.091958,122.739117,169,7.2,775,0,3,3,0,100,12.92378827,8.2400281,21.16381637,0,0,0,12.92378827,8.2400281,21.16381637
3051,LXSDYF110724171,Liaoning,14.75,18.76,16.755,40.767528,120.441722,169,8.2,895,4,3,8,50,37.5,7.750872146,3.931387282,11.68225943,1.494190462,0.490217428,1.98440789,4.858160012,2.954319256,7.812479267
878,XXALYF080804034,Heilongjiang,11.25,14.34,12.795,47.104565,129.414667,169,1.3,625,1,1,2,50,50,8.800260949,2.252387616,11.05264856,0.204102626,0.068557017,0.272659643,8.596158322,2.183830598,10.77998892
1268,XXALYF110804030,Heilongjiang,11.25,14.34,12.795,46.195857,128.783492,169,1.6,632,8,4,12,66.66666667,33.33333333,22.26307995,6.696046929,28.95912688,20.91461569,6.385282817,27.29989852,1.348464257,0.31076411,1.659228367
795,XXALYF110808160,Heilongjiang,11.25,14.34,12.795,47.411467,130.202273,169,1.7,602,0,3,5,0,60,45.24756153,6.538849983,51.78641151,0,0,0,45.24756153,6.538849983,51.78641152
1319,ZGCLYF090811084,Heilongjiang,11.25,14.34,12.795,46.049833,129.335444,169,3,581,12,5,17,70.58823529,29.41176471,41.5319505,17.92675621,59.45870671,3.283187789,0.989560616,4.272748405,38.24876271,16.93719559,55.18595831
3050,LXSDYF110724170,Liaoning,14.75,18.76,16.755,40.770889,120.447361,170,8.2,895,3,3,7,42.85714286,42.85714286,18.50388926,11.81288812,30.31677738,0.562474137,0.197478582,0.759952718,17.6837525,11.51932774,29.20308024
2163,LYLSYF100809066,Jilin,12.84,17.83,15.335,43.019778,130.969167,170.7,3.7,683,12,2,14,85.71428571,14.28571429,81.12846911,46.23067839,127.3591475,1.82369107,0.560526319,2.384217389,79.30477806,45.67015207,124.9749301
1226,XXALYF110728001,Heilongjiang,11.25,14.34,12.795,46.22422,127.733662,171,2.5,606,7,8,15,46.66666667,53.33333333,38.70394544,13.80334346,52.5072889,5.299472532,1.600196746,6.899669278,33.40447291,12.20314671,45.60761962
727,XXALYF110803135,Heilongjiang,11.25,14.34,12.795,47.671758,130.245982,172,1.2,612,0,1,3,0,33.33333333,11.26314147,2.778038343,14.04117981,0,0,0,11.07813699,2.733374302,13.8115113
895,XXALYF110806148,Heilongjiang,11.25,14.34,12.795,47.069573,129.902653,172,1.7,602,1,1,4,25,25,6.005295965,2.057131735,8.0624277,0,0,0,0.321881653,0.077049681,0.398931333
781,XXALYF110808158,Heilongjiang,11.25,14.34,12.795,47.446123,130.255128,172,1.7,602,0,2,2,0,100,19.23447621,3.389218102,22.62369431,0,0,0,0,0,0
3079,LXSDYF100730124,Liaoning,14.75,18.76,16.755,40.592262,120.211345,173,8.5,609,0,2,3,0,66.66666667,4.120872596,3.096818175,7.217690771,0,0,0,3.994015216,3.051191956,7.045207172
826,WDSSYF080814011,Heilongjiang,11.25,14.34,12.795,47.204494,130.032519,173,2,592,0,4,5,0,80,47.55415303,30.49002639,78.04417942,0,0,0,47.43879751,30.46250321,77.90130072
1350,ZGCLYF090819116,Heilongjiang,11.25,14.34,12.795,45.816472,127.906861,174,2.5,635,4,3,7,57.14285714,42.85714286,19.87830109,6.006640959,25.88494205,2.303807671,0.829116288,3.132923959,17.57449342,5.177524671,22.75201809
913,WDSSYF090720023,Heilongjiang,11.25,14.34,12.795,47.032917,133.559194,175,1.9,633,8,3,13,61.53846154,23.07692308,36.9674442,10.73583423,47.70327844,22.60616923,6.683887428,29.29005666,13.51100793,3.829644242,17.34065217
912,WDSSYF090720024,Heilongjiang,11.25,14.34,12.795,47.032917,133.559194,175,1.9,633,7,2,10,70,20,25.80704631,7.539564656,33.34661096,23.45243699,6.925784661,30.37822166,1.645051053,0.385773143,2.030824196
779,XXALYF110807152,Heilongjiang,11.25,14.34,12.795,47.452365,130.13906,176,1.6,605,0,6,8,0,75,2.883233326,1.38196542,4.265198746,0,0,0,50.52321011,9.841820511,60.36503061
1354,ZGCLYF090817107,Heilongjiang,11.25,14.34,12.795,45.800306,128.507611,176.6,2.7,621,9,6,16,56.25,37.5,81.54970387,41.90093683,123.4506407,0.019107206,0.007527405,0.026634611,81.53059667,41.89340942,123.4240061
2592,HDLSYF080922134,Jilin,12.84,17.83,15.335,41.988278,124.405528,177,6.7,814,6,4,11,54.54545455,36.36363636,22.60342938,3.928099944,26.53152932,0.030642616,0.014207631,0.044850248,22.57228336,3.913607397,26.48589076
1022,WDSSYF090802045,Heilongjiang,11.25,14.34,12.795,46.536389,133.418711,177,1.2,651,2,4,6,33.33333333,66.66666667,144.0820163,23.15857418,167.2405905,9.98787535,3.183525487,13.17140083,134.0941409,19.97504869,154.0691896
2382,LGSSYF100920138,Liaoning,14.75,18.76,16.755,42.41985,123.505667,177.4,7.8,632,1,2,3,33.33333333,66.66666667,28.67886642,12.11388807,40.79275448,14.88987383,4.46763985,19.35751368,13.78899259,7.646248217,21.43524081
2192,LYLSYF100809064,Jilin,12.84,17.83,15.335,42.9725,130.962514,177.5,4.5,687,12,3,15,80,20,46.70016217,27.72841599,74.42857816,0.440628552,0.159918835,0.600547387,46.25953362,27.56849715,73.82803078
708,XXALYF110803132,Heilongjiang,11.25,14.34,12.795,47.72384,130.225227,178,1.2,612,0,3,4,0,75,26.58682719,15.99261083,42.57943803,0,0,0,25.47048682,15.72824626,41.19873307
3163,LDSDYF120817030,Liaoning,14.75,18.76,16.755,40.083281,122.573269,179,8.3,725,0,2,2,0,100,24.81264868,17.66059732,42.473246,0,0,0,24.81264868,17.66059732,42.473246
1266,WDSSYF090814111,Heilongjiang,11.25,14.34,12.795,46.196692,131.879192,179,2.8,563,2,2,4,50,50,83.69577853,21.72708247,105.422861,3.793468714,1.308990269,5.102458983,79.90230983,20.41809221,100.320402
1396,LYLSYF110812050,Jilin,12.84,17.83,15.335,45.583611,131.770528,179.2,3.9,553,1,6,7,14.28571429,85.71428571,65.80719715,20.5186151,86.32581225,0.00027581,0.000177101,0.000452911,65.80692133,20.518438,86.32535933
2597,HDLSYF080921133,Jilin,12.84,17.83,15.335,41.976833,124.399083,180,6.7,814,9,3,12,75,25,27.20200868,4.781158315,31.98316699,0.061100364,0.032926733,0.094027096,27.14090832,4.748231582,31.88913989
791,XXALYF110808159,Heilongjiang,11.25,14.34,12.795,47.41319,130.202645,180,1.7,602,0,2,2,0,100,15.71229463,3.570670306,19.28296493,0,0,0,15.71229463,3.570670307,19.28296493
1447,ZGCLYF090816103,Heilongjiang,11.25,14.34,12.795,45.449694,128.423972,180,2.6,638,9,3,13,69.23076923,23.07692308,44.60489623,23.12059235,67.72548858,7.786036217,2.447664501,10.23370072,35.55151017,20.38215036,55.9336605
3115,LXSDYF110717159,Liaoning,14.75,18.76,16.755,40.462954,120.047022,181,8.8,628,2,2,4,50,50,17.81868895,3.963546772,21.78223573,1.79089445,0.663049288,2.453943738,14.51477377,2.761876426,17.27665019
2754,LXSDYF120727195,Liaoning,14.75,18.76,16.755,41.509481,121.1457,181,8.7,531,0,1,1,0,100,4.266476834,0.811211292,5.077688126,0,0,0,4.266476834,0.811211292,5.077688126
1090,XXALYF110802024,Heilongjiang,11.25,14.34,12.795,46.44425,128.45181,181,1.5,634,6,3,9,66.66666667,33.33333333,27.70374698,6.48536937,34.18911635,11.95802631,3.641847161,15.59987347,15.74572067,2.843522209,18.58924288
1445,ZGCLYF090816101,Heilongjiang,11.25,14.34,12.795,45.451222,128.424028,182.3,2.6,638,9,7,18,50,38.88888889,43.62294574,16.10492734,59.72787307,3.305212277,1.031155175,4.336367452,20.49561397,10.70766071,31.20327467
1072,XXALYF110808056,Heilongjiang,11.25,14.34,12.795,46.453413,129.130598,183,1.3,631,7,4,12,58.33333333,33.33333333,9.804145496,2.242844162,12.04698966,12.20313439,3.687681655,15.89081604,3.798700919,1.056915764,4.855616683
1076,XXALYF110808057,Heilongjiang,11.25,14.34,12.795,46.449898,129.122082,183,1.3,631,9,5,14,64.28571429,35.71428571,36.79831902,8.7332582,45.53157722,21.64205902,6.466489811,28.10854883,2.838506206,0.777299904,3.615806111
1218,ZGCLYF090810077,Heilongjiang,11.25,14.34,12.795,46.236694,129.70925,183.6,3,572,4,5,9,44.44444444,55.55555556,38.0395501,6.144097537,44.18364764,0.225857459,0.074960799,0.300818258,37.81369264,6.069136739,43.88282938
1070,XXALYF110808059,Heilongjiang,11.25,14.34,12.795,46.45353,129.097418,184,1.3,631,8,5,13,61.53846154,38.46153846,32.56266333,9.427979067,41.99064239,9.714786583,2.968135804,12.68292239,30.63978992,5.593012378,36.2328023
1357,ZGCLYF090817105,Heilongjiang,11.25,14.34,12.795,45.799639,128.508444,184.2,2.7,621,9,3,13,69.23076923,23.07692308,72.28233449,40.35474997,112.6370845,0.279640783,0.099081844,0.378722626,72.00269372,40.25566812,112.2583618
1162,XXALYF110807050,Heilongjiang,11.25,14.34,12.795,46.317192,129.128842,185,2.3,608,7,5,13,53.84615385,38.46153846,24.28799556,5.879413835,30.16740939,3.659539227,1.098651566,4.758190793,20.40989005,4.711736461,25.12162651
3130,LGSSYF100823099,Liaoning,14.75,18.76,16.755,40.306111,124.029444,186,7.7,972,1,4,5,20,80,32.57562731,18.1427672,50.71839451,0.061191581,0.021370529,0.082562109,32.51443573,18.12139667,50.6358324
720,XXALYF110802130,Heilongjiang,11.25,14.34,12.795,47.68096,130.128747,186,1,620,4,3,11,36.36363636,27.27272727,9.033403784,2.371862283,11.40526607,1.790239235,0.600026863,2.390266099,4.707432715,1.097332264,5.804764978
1150,XXALYF110807049,Heilongjiang,11.25,14.34,12.795,46.319763,129.115918,186,2.3,608,4,4,9,44.44444444,44.44444444,39.6440049,7.888348844,47.53235374,8.03017985,2.377407874,10.40758772,30.47093703,5.180694617,35.65163164
805,XXALYF110807154,Heilongjiang,11.25,14.34,12.795,47.37468,130.210717,186,1.7,602,1,5,7,14.28571429,71.42857143,22.28123071,6.752183185,29.03341389,0,0,0,48.58019112,12.75562025,61.33581139
1068,XXALYF110808058,Heilongjiang,11.25,14.34,12.795,46.455108,129.109852,187,1.3,631,9,6,15,60,40,24.48056523,7.243789716,31.72435494,28.62244769,8.527567939,37.15001563,3.940215634,0.900411125,4.840626759
3170,LDSDYF120811020,Liaoning,14.75,18.76,16.755,40.015339,122.959439,187.1,7.5,787,7,7,14,50,50,33.1491143,14.28129169,47.43040599,2.180014191,0.757465399,2.937479591,30.96910011,13.52382629,44.4929264
2383,LGSSYF100920139,Liaoning,14.75,18.76,16.755,42.4197,123.5,187.2,7.7,615,1,0,1,100,0,9.889372148,3.24102048,13.13039263,9.88937215,3.24102048,13.13039263,0,0,0
2649,LXSDYF080709005,Liaoning,14.75,18.76,16.755,41.8411,121.792517,188,7.5,557,1,2,3,33.33333333,66.66666667,2.597476418,1.436824362,4.03430078,0.93047649,0.291512345,1.221988835,1.666999928,1.145312017,2.812311945
1351,ZGCLYF090818109,Heilongjiang,11.25,14.34,12.795,45.808111,128.039333,188.4,2.1,649,5,2,8,62.5,25,108.214588,15.76372146,123.9783095,0.032879707,0.016433654,0.049313361,108.1817083,15.74728781,123.9289962
823,XXALYF080804036,Heilongjiang,11.25,14.34,12.795,47.215273,129.292282,189,1.4,627,0,4,6,0,66.66666667,26.28349199,5.022601059,31.30609305,0,0,0,26.23909459,5.008218546,31.24731313
1358,ZGCLYF090817110,Heilongjiang,11.25,14.34,12.795,45.790306,128.476417,189,2.3,638,12,5,18,66.66666667,27.77777778,23.95249272,7.290075716,31.24256843,20.13346509,6.365719528,26.49918462,3.241315907,0.798503522,4.039819428
2412,HDLSYF080926142,Jilin,12.84,17.83,15.335,42.311778,124.43125,190,6.4,766,8,4,13,61.53846154,30.76923077,26.03219419,4.759031487,30.79122567,0.158917206,0.068151444,0.22706865,25.87306714,4.690750678,30.56381782
904,WDSSYF090719021,Heilongjiang,11.25,14.34,12.795,47.048417,133.755528,190,2,639,7,3,11,63.63636364,27.27272727,30.91954425,11.13781463,42.05735888,8.353593533,2.554571458,10.90816499,15.30477701,6.972391383,22.27716839
759,XXALYF110807150,Heilongjiang,11.25,14.34,12.795,47.49653,130.160733,191,1.6,605,0,3,3,0,100,48.46775961,8.269875822,56.73763543,0,0,0,2.278670491,1.219642786,3.498313277
1398,LYLSYF110812049,Jilin,12.84,17.83,15.335,45.573361,131.765111,191.3,3.9,553,1,5,6,16.66666667,83.33333333,43.3368626,10.68023136,54.01709396,1.849065558,0.535110667,2.384176226,41.48779704,10.14512069,51.63291774
2918,LGSSYF100804174,Liaoning,14.75,18.76,16.755,41.021111,123.123333,193,8.2,744,2,3,5,40,60,121.0986309,40.34139351,161.4400244,1.228677492,0.381604643,1.610282136,119.8699534,39.95978887,159.8297423
824,XXALYF080804037,Heilongjiang,11.25,14.34,12.795,47.2147,129.226545,193,1.4,627,3,3,7,42.85714286,42.85714286,19.29167429,4.540707543,23.83238183,6.56160395,2.047654008,8.609257956,12.22440658,2.335735295,14.56014187
1086,XXALYF110808063,Heilongjiang,11.25,14.34,12.795,46.44601,129.090353,193,1.3,631,4,4,8,50,50,38.9505611,8.062827219,47.01338832,22.53332614,6.828522217,29.36184836,16.41326171,2.920987133,19.33424884
173,DXALYF100807143,Heilongjiang,11.25,14.34,12.795,51.216692,126.766322,194,-1.5,499,0,3,4,0,75,19.64309131,3.91852252,23.56161383,0,0,0,15.03250745,2.82001853,17.85252598
3178,LDSDYF120810019,Liaoning,14.75,18.76,16.755,39.986333,122.958597,194,8.6,756,2,6,8,25,75,47.51969788,29.21146236,76.73116025,0.118999273,0.045626097,0.16462537,47.40069861,29.16583627,76.56653489
2854,LXSDYF100820150,Liaoning,14.75,18.76,16.755,41.231413,121.1036,194,8.8,571,4,2,7,57.14285714,28.57142857,16.82869497,5.442386244,22.27108122,0.941360056,0.331545167,1.272905222,15.85916787,5.099972211,20.95914008
674,WDSSYF080803001,Heilongjiang,11.25,14.34,12.795,47.859528,130.020967,194,0.6,627,1,6,9,11.11111111,66.66666667,37.86602203,8.989554651,46.85557669,0,0,0,37.86590936,8.989516333,46.8554257
887,XXALYF080804032,Heilongjiang,11.25,14.34,12.795,47.090228,129.422357,195,1.3,625,1,3,5,20,60,29.30303742,5.490830329,34.79386775,0.747193811,0.239466577,0.986660388,27.17875027,4.93617592,32.11492619
679,XXALYF110801125,Heilongjiang,11.25,14.34,12.795,47.798625,130.090487,195,1,620,0,4,6,0,66.66666667,32.48339949,8.714190036,41.19758953,0,0,0,32.27932209,8.655785633,40.93510773
1074,XXALYF110802023,Heilongjiang,11.25,14.34,12.795,46.450492,128.455462,196,1.5,634,8,7,15,53.33333333,46.66666667,42.26250769,11.84250711,54.1050148,15.71265008,4.67889466,20.39154474,26.54985761,7.16361245,33.71347006
626,XXALYF110728104,Heilongjiang,11.25,14.34,12.795,48.06987,130.651718,197,0.3,628,5,5,10,50,50,165.2139693,24.60618802,189.8201574,6.986941456,2.049371245,9.0363127,158.2270279,22.55681677,180.7838447
2498,LXSDYF080722014,Liaoning,14.75,18.76,16.755,42.131611,121.975361,198,7.7,539,5,1,6,83.33333333,16.66666667,7.21319156,2.272388155,9.485579715,7.193762861,2.256427091,9.45018995,0.019428701,0.015961064,0.035389765
830,XXALYF080804035,Heilongjiang,11.25,14.34,12.795,47.193358,129.246873,198,1.4,627,0,1,1,0,100,52.06747647,8.215609832,60.2830863,0,0,0,52.06747647,8.215609833,60.28308628
1431,ZGCLYF090804057,Heilongjiang,11.25,14.34,12.795,45.468611,129.784361,198,3,576,13,5,19,68.42105263,26.31578947,34.92701326,24.36869992,59.29571318,0.717285493,0.25316064,0.970446134,34.20916876,24.11535418,58.32452294
1267,WDSSYF090814110,Heilongjiang,11.25,14.34,12.795,46.196389,131.878342,199,2.8,563,8,5,13,61.53846154,38.46153846,290.7606837,46.84389999,337.6045837,33.36522369,10.2129215,43.57814519,257.39546,36.63097849,294.0264385
1084,XXALYF110808060,Heilongjiang,11.25,14.34,12.795,46.446176,129.090059,199,1.3,631,6,4,10,60,40,40.35457651,8.561148185,48.91572469,7.317911206,2.212595321,9.530506522,40.35423396,7.4346128,47.78884676
1078,XXALYF110808065,Heilongjiang,11.25,14.34,12.795,46.449785,129.09597,199,1.3,631,5,4,10,50,40,22.33686893,6.238613809,28.57548274,13.05861522,4.018792422,17.07740764,7.843421578,1.397930899,9.241352478
932,WDSSYF090726029,Heilongjiang,11.25,14.34,12.795,46.975694,133.355417,200,1.9,624,3,4,7,42.85714286,57.14285714,40.69616529,21.09522111,61.7913864,7.767638717,2.505570085,10.27320881,32.92852657,18.58965102,51.51817759
722,XXALYF110803134,Heilongjiang,11.25,14.34,12.795,47.678513,130.242588,200,1.2,612,0,8,9,0,88.88888889,32.67795705,10.72659939,43.40455644,0,0,0,32.63388631,10.71511788,43.34900419
910,XXALYF110806149,Heilongjiang,11.25,14.34,12.795,47.042562,129.946612,200,1.7,602,2,3,5,40,60,42.46545005,11.18797963,53.65342968,0,0,0,42.46545004,11.18797963,53.65342968
1088,XXALYF110808061,Heilongjiang,11.25,14.34,12.795,46.445557,129.082528,201,1.3,631,5,4,10,50,40,47.67214516,9.647208122,57.31935328,0.668243196,0.211524181,0.879767377,21.24859863,5.015190939,26.26378957
1372,ZGCLYF090807065,Heilongjiang,11.25,14.34,12.795,45.692944,129.637917,202.8,2.2,601,8,4,14,57.14285714,28.57142857,28.75227834,16.81297143,45.56524977,3.548980749,1.246160634,4.795141382,25.15103055,15.55238143,40.70341198
2733,LXSDYF110726175,Liaoning,14.75,18.76,16.755,41.5405,119.915278,203,6.5,519,0,1,2,0,50,0.670071196,0.274121018,0.944192215,0,0,0,0.038849599,0.036467288,0.075316886
988,WDSSYF090804056,Heilongjiang,11.25,14.34,12.795,46.685858,133.277783,203,2.5,600,7,5,14,50,35.71428571,184.1353777,86.46607251,270.6014503,33.44493288,9.613944956,43.05887784,150.4119673,76.76183944,227.1738067
992,WDSSYF090804058,Heilongjiang,11.25,14.34,12.795,46.668711,133.276522,203,2.5,600,5,1,7,71.42857143,14.28571429,114.6790669,25.94216936,140.6212363,5.445304142,1.952731551,7.398035694,0.016570389,0.002276854,0.018847242
1375,ZGCLYF090807067,Heilongjiang,11.25,14.34,12.795,45.690389,129.620944,203.2,2.2,601,11,4,15,73.33333333,26.66666667,37.99390598,20.2772254,58.27113138,0.800567331,0.30168095,1.102248281,37.19333865,19.97554444,57.16888311
3082,LXSDYF100730123,Liaoning,14.75,18.76,16.755,40.590552,120.212703,204,8.5,609,0,0,1,0,0,0.078681655,0.027850649,0.106532304,NA,NA,NA,NA,NA,NA
893,XXALYF090729005,Heilongjiang,11.25,14.34,12.795,47.074493,127.934868,204,1.7,604,5,7,13,38.46153846,53.84615385,59.87925133,10.21120711,70.09045845,3.133868966,0.904639834,4.038508799,56.74538239,9.306567283,66.05194967
1064,XXALYF110801021,Heilongjiang,11.25,14.34,12.795,46.474635,128.477445,204,1.5,634,8,2,11,72.72727273,18.18181818,13.97715012,3.446054839,17.42320496,1.548110632,0.479908991,2.028019623,12.32162014,2.940414238,15.26203438
1066,XXALYF110802022,Heilongjiang,11.25,14.34,12.795,46.462537,128.462417,204,1.5,634,5,3,9,55.55555556,33.33333333,31.96315177,6.996935083,38.96008685,0.785701351,0.274923795,1.060625146,30.56878004,6.577811311,37.14659136
1082,XXALYF110808062,Heilongjiang,11.25,14.34,12.795,46.446753,129.077467,204,1.3,631,6,5,11,54.54545455,45.45454545,21.9906863,5.244775689,27.23546199,17.39024619,5.360825813,22.75107201,21.5603149,2.702001406,24.26231631
2408,HDLSYF080925140,Jilin,12.84,17.83,15.335,42.324444,124.541889,205,5.9,785,5,1,6,83.33333333,16.66666667,12.63491686,2.172602387,14.80751924,0.10082498,0.042742859,0.143567839,12.53409188,2.129859528,14.66395141
539,XXALYF110730011,Heilongjiang,11.25,14.34,12.795,48.44567,130.28288,205,0.4,611,7,6,14,50,42.85714286,20.71334933,5.547386754,26.26073608,10.6645613,3.375614527,14.04017583,3.525693936,0.812723037,4.338416972
1465,ZGCLYF090813091,Heilongjiang,11.25,14.34,12.795,45.391389,128.649889,205,2.5,636,12,3,17,70.58823529,17.64705882,26.13143312,6.478716561,32.61014968,5.855721861,1.912641315,7.768363172,4.231674882,1.032253234,5.263928116
2577,HDLSYF080923136,Jilin,12.84,17.83,15.335,42.007417,124.402472,206,6.1,802,5,2,7,71.42857143,28.57142857,28.40823741,5.052827926,33.46106533,0.556460687,0.220625265,0.777085952,27.85177672,4.832202661,32.68397938
2413,HDLSYF080926143,Jilin,12.84,17.83,15.335,42.311028,124.431861,206,6.4,766,9,3,13,69.23076923,23.07692308,37.85177177,7.341372606,45.19314437,0.526313837,0.218252105,0.744565942,37.32401454,7.122384111,44.44639866
724,XXALYF110803133,Heilongjiang,11.25,14.34,12.795,47.678452,130.241403,207,1.2,612,0,5,5,0,100,42.40808279,8.358277102,50.7663599,0,0,0,42.40808279,8.3582771,50.76635989
1496,ZGCLYF090723015,Heilongjiang,11.25,14.34,12.795,45.217056,128.099278,207,2.7,664,7,4,11,63.63636364,36.36363636,30.10935679,7.748930465,37.85828726,0.54124431,0.186345035,0.727589346,29.56811248,7.562585428,37.13069791
1460,ZGCLYF090815100,Heilongjiang,11.25,14.34,12.795,45.399194,128.869694,207,2.2,628,11,5,18,61.11111111,27.77777778,15.02352524,3.927443218,18.95096846,8.178236933,2.721945601,10.90018253,4.989630343,0.717061436,5.706691778
716,WDSSYF080806004,Heilongjiang,11.25,14.34,12.795,47.694472,130.134722,208,1,620,3,2,6,50,33.33333333,26.87528997,8.426202952,35.30149292,3.304777331,1.07568935,4.380466681,23.34286537,7.298228944,30.64109432
681,WDSSYF080807005,Heilongjiang,11.25,14.34,12.795,47.794972,130.104472,208,1,620,1,5,8,12.5,62.5,39.13572927,10.20093148,49.33666075,0.021287479,0.008726844,0.030014323,38.01873754,9.856274278,47.87501181
562,XXALYF080822089,Heilongjiang,11.25,14.34,12.795,48.379908,130.10998,208,0.1,620,1,4,6,16.66666667,66.66666667,31.22680484,5.179942971,36.40674781,0.09673501,0.032870061,0.129605071,31.05320019,5.127605943,36.18080613
554,XXALYF080822091,Heilongjiang,11.25,14.34,12.795,48.394258,130.143292,208,0.1,620,0,4,4,0,100,28.14438102,7.081486682,35.2258677,0,0,0,28.14438102,7.081486683,35.2258677
991,WDSSYF090804057,Heilongjiang,11.25,14.34,12.795,46.668897,133.277242,209,2.5,600,6,5,13,46.15384615,38.46153846,105.7280701,33.79681845,139.5248885,40.38442489,11.73535427,52.11977916,64.55221222,21.84281681,86.395029
558,XXALYF080824095,Heilongjiang,11.25,14.34,12.795,48.384483,130.709198,209,0.4,615,1,3,4,25,75,42.5506932,23.58922337,66.13991657,1.688315227,0.566098893,2.25441412,40.86237798,23.02312448,63.88550244
1080,XXALYF110808064,Heilongjiang,11.25,14.34,12.795,46.449445,129.095272,209,1.3,631,5,4,9,55.55555556,44.44444444,38.94658785,9.749509349,48.6960972,18.28082858,5.469649637,23.75047822,4.056040348,0.768964173,4.82500452
1462,ZGCLYF090815102,Heilongjiang,11.25,14.34,12.795,45.397111,128.719833,209,2.9,617,12,4,17,70.58823529,23.52941176,18.56942525,5.323387137,23.89281239,9.179810422,2.849196503,12.02900692,4.678277779,1.465065293,6.143343072
2323,LGSSYF100811117,Liaoning,14.75,18.76,16.755,42.572778,124.275278,209.5,6.8,697,0,1,1,0,100,14.61228887,9.207763628,23.8200525,0,0,0,14.61228887,9.207763628,23.8200525
2162,LYLSYF100807058,Jilin,12.84,17.83,15.335,43.022222,130.711028,210,2.7,697,12,6,20,60,30,43.71166017,19.52823581,63.23989598,0.950018813,0.331244608,1.281263421,38.48668305,18.27355122,56.76023428
1485,ZGCLYF090815097,Heilongjiang,11.25,14.34,12.795,45.277694,128.759,210.3,2.9,621,13,2,17,76.47058824,11.76470588,30.30569569,5.418073066,35.72376875,0.615348891,0.247719649,0.863068541,29.69008283,5.17019875,34.86028158
1060,XXALYF110801020,Heilongjiang,11.25,14.34,12.795,46.480853,128.479357,211,1.5,634,7,2,9,77.77777778,22.22222222,32.26740696,7.805584551,40.07299151,8.350452667,2.557044783,10.90749745,23.91695429,5.248539768,29.16549406
3001,LDSDYF110818009,Liaoning,14.75,18.76,16.755,40.881126,123.484337,212.15,6.6,845,6,3,9,66.66666667,33.33333333,22.84566299,12.34238385,35.18804684,6.092755994,2.045806418,8.138562411,16.59485467,10.2412914,26.83614607
2926,LGSSYF100806175,Liaoning,14.75,18.76,16.755,41.004167,123.140556,213,8.2,744,4,4,9,44.44444444,44.44444444,79.40853823,15.59665859,95.00519682,0.503335285,0.161431106,0.664766391,78.87311678,15.4235936,94.29671039
897,WDSSYF080812009,Heilongjiang,11.25,14.34,12.795,47.062444,130.030417,213,2.4,579,0,3,3,0,100,47.14090247,31.66399334,78.80489581,0,0,0,47.14090247,31.66399334,78.80489583
541,XXALYF110730010,Heilongjiang,11.25,14.34,12.795,48.44243,130.279105,213,0.4,611,7,3,11,63.63636364,27.27272727,22.34774629,5.803418854,28.15116514,7.120462267,2.271676206,9.392138472,9.94827275,2.409402193,12.35767494
2156,LYLSYF100808062,Jilin,12.84,17.83,15.335,43.049528,130.712694,213.5,4.5,720,13,7,22,59.09090909,31.81818182,37.82269382,11.24885555,49.07154937,20.21954445,6.408302267,26.62784672,17.56338808,4.826052711,22.38944079
930,WDSSYF090719022,Heilongjiang,11.25,14.34,12.795,46.99425,133.655694,214,1.1,658,8,2,11,72.72727273,18.18181818,17.71430034,5.060634051,22.77493439,13.85230361,4.18123054,18.03353415,2.135172645,0.521506356,2.656679001
876,XXALYF090729003,Heilongjiang,11.25,14.34,12.795,47.112633,127.938207,214,1.7,604,4,6,11,36.36363636,54.54545455,38.28329091,7.219447617,45.50273852,0.437388294,0.136120609,0.573508903,37.15429433,6.934205878,44.08850021
